('39', '남이분식', '서울 종로구 종로40가길 3', '03197', '02-2273-8203', 'https://mblogthumb-phinf.pstatic.net/MjAyMzEyMjdfNDAg/MDAxNzAzNjI4NTE2NDM2.sGPf9PmlOrRtPt4cJgjgDfr7ZN5qxRlNkJQJqxYpNFcg.Sb2D5Ejt3R0F0hcx0anCOCCg5dysLBDsEQrqUyex7zIg.PNG.jeong_928/C30B519D-D83C-4959-A373-A4093F7C25FB.png?type=w800', '0', '1', '23', '37.570199', '127.006535')
('39', '루체에살레', '서울 관악구 봉천로6길 40 쌍암하우스 1층 101호', '08706', '02-875-8268', 'https://mblogthumb-phinf.pstatic.net/MjAyMjA4MTVfMjE5/MDAxNjYwNTM5MzcyNTgx.qmFaZwOF-APaDlRvdmHZ2P6l-jIERAQdIAq4a11oPI4g.wquFE6XNazMVvyeeX2bnVtmYjGAsbAkqJKSTNQDgUggg.JPEG.set2015/2.JPG?type=w800', '0', '1', '5', '37.4878991', '126.9256044')
('39', '스시 1300 엘포트점', '경기 수원시 영통구 광교중앙로 145 지하1층 101호', '16508', '0507-1470-1168', 'https://mblogthumb-phinf.pstatic.net/MjAyMzA1MjNfMjI0/MDAxNjg0ODI5OTEwMDU0.VTgZj8opL_-10wZbK-_4Dnknv0hPGwmRKBnVFvbEsbQg.Lak73CTn-cUB6eN82i9xeZat8wmiSAMM8P8NiugKjoIg.JPEG.hopeeveryk/1684829906788.jpg?type=w800', '0', '1', '5', '37.2870278', '127.0577371')
('39', '인천분식', '경북 구미시 장천면 강동로 175', '39454', 'None', 'https://mblogthumb-phinf.pstatic.net/MjAyMDA5MjRfMjM5/MDAxNjAwOTEyODg4MjE1.gbr2RzngMvufP5NDsSJyj_ZpGRv2MU4CE65aeHDkGXsg.z5CIaleTB66v3TrKTOoDuJpOAqqGkqcb7_KqoE0qEGsg.JPEG.sybermir/20200814_125400.jpg?type=w800', '0', '1', '5', '36.1252129', '128.494878')
('39', '정원분식', '서울 동작구 사당로28길 5 1층', '07013', '0507-1429-0425', 'https://mblogthumb-phinf.pstatic.net/MjAyMzEyMjRfMjgz/MDAxNzAzMzQ0NTk5NDkw.UAZiCgYQaeW3-seNGISHjpCvdD0VYE1lShZOLAGvw8Ug.v4DcYuUciZutNPNlpoWP1OhRAOvdM9rVMIQ32iUvgAcg.JPEG.songhj7377/IMG_6899.jpg?type=w800', '0', '1', '12', '37.4841683', '126.9797411')
('39', '신대게나라', '강원 강릉시 주문진읍 신리천로 19', '25419', '0507-1315-2244', 'https://img.siksinhot.com/place/1530595118047003.jpg', '0', '1', '12', '37.8853247', '128.8284925')
('39', '경주시 화랑마을', '경북 경주시 석현로 123', '38067', '054-760-2403', 'https://tong.visitkorea.or.kr/cms/resource/47/2638147_image2_1.JPG', '0', '1', '12', '35.8607523', '129.1784688')
('39', '이봉원의봉짬뽕', '충남 천안시 서북구 성정두정로 70', '31105', '041-551-0026', 'https://img1.daumcdn.net/thumb/R800x0/?scode=mtistory2&fname=https%3A%2F%2Fblog.kakaocdn.net%2Fdn%2FqLN8c%2FbtrX30a6njg%2F784H0hQk43mkGXsxTYcBVK%2Fimg.jpg', '0', '2', '1', '36.8320687', '127.1424411')
('39', '일출횟집 대포항 본점', '강원 속초시 대포항희망1길 71 일출횟집', '24901', '033-636-7089', 'https://img.siksinhot.com/place/1516111221998235.jpg', '0', '1', '1', '38.1748524', '128.606326')
('39', '연세대학교 신촌캠퍼스청경관', '서울 서대문구 연세로 50 연세의료원', '03722', 'None', 'https://yuhs.severance.healthcare/_res/yuhs/yuhs/img/about/introduce/img-introduce.jpg', '0', '1', '14', '37.5674756', '126.9379343')
('39', '에버랜드', '경기 용인시 처인구 포곡읍 에버랜드로 199', '17023', '031-320-5000', 'https://yuhs.severance.healthcare/_res/yuhs/yuhs/img/about/introduce/img-introduce.jpg', '0', '1', '14', '37.2933271', '127.201322')
